Data,latitude,longitude,probabilidade_ensemble
2024-10-25,-21.9307,-45.7956,97.5
2024-10-25,-26.2922,-53.8616,96.09999999999998
2024-10-25,-13.0544,-54.9211,42.70000000000001
2024-10-25,-4.9179,-38.1324,10.800000000000002
2024-10-25,-20.2063,-66.0692,47.6
2024-10-25,-18.363,-53.8503,65.2
2024-10-25,-7.854,-44.9971,96.90000000000002
2024-10-25,-30.8358,-50.6343,43.5
2024-10-25,2.3223,-35.3448,70.4
2024-10-25,-10.2557,-53.9408,2.6
2024-10-25,-14.4563,-46.3628,21.5
2024-10-25,-31.4171,-62.0945,8.4
2024-10-25,-16.9982,-60.9825,17.2
2024-10-25,-16.6555,-59.7396,20.3
2024-10-25,-9.4678,-52.0419,29.899999999999995
2024-10-25,-33.6151,-54.2716,19.1
2024-10-25,-29.3524,-72.308,36.9
2024-10-25,5.1175,-52.9522,54.4
2024-10-25,-19.8605,-40.4962,2.7000000000000006
2024-10-25,0.5567,-50.7833,5.7
2024-10-25,0.664,-64.2551,95.09999999999998
2024-10-25,-18.2376,-73.04,24.0
2024-10-25,-12.1103,-63.1508,25.899999999999995
2024-10-25,-14.5329,-44.9784,0.8000000000000002
2024-10-25,-7.1148,-73.6791,90.3
2024-10-25,-29.7271,-54.7358,13.300000000000002
2024-10-25,-0.6359,-61.8205,73.3
2024-10-25,-24.4954,-57.6303,1.3999999999999997
2024-10-25,-12.7724,-66.8579,15.199999999999998
2024-10-25,-19.7964,-53.9002,66.3
2024-10-25,-2.5582,-57.8164,1.7
2024-10-25,-4.0124,-39.6891,3.9
2024-10-25,-18.5883,-62.1395,76.0
2024-10-25,4.6076,-43.7633,35.7
2024-10-25,-32.4027,-38.2499,70.5
2024-10-25,-4.3869,-35.6599,69.3
2024-10-25,-30.6031,-45.6564,13.5
2024-10-25,-27.4707,-48.3901,53.79999999999999
2024-10-25,-33.461,-47.3222,59.70000000000001
2024-10-25,-10.7572,-42.1432,90.59999999999998
2024-10-25,-26.6231,-57.8257,83.7
2024-10-25,-21.1326,-44.4053,80.7
2024-10-25,-15.6316,-57.987,93.0
2024-10-25,-4.3342,-51.4791,25.7
2024-10-25,-13.3898,-59.4908,26.3
2024-10-25,-16.2279,-48.1629,27.2
2024-10-25,-0.7117,-40.1951,47.4
2024-10-25,0.3674,-60.111,13.4
2024-10-25,-33.2519,-72.5814,34.4
2024-10-25,-9.8482,-44.9259,12.699999999999998
2024-10-25,3.0511,-34.891,10.1
2024-10-25,-24.4087,-49.9944,89.2
2024-10-25,0.9326,-57.8073,28.5
2024-10-25,-13.1289,-57.9162,22.899999999999995
2024-10-25,-11.3048,-45.7771,74.6
2024-10-25,-26.408,-44.142,31.0
2024-10-25,-31.949,-41.1885,18.8
2024-10-25,-26.891,-60.6511,37.8
2024-10-25,-6.6028,-64.7743,70.3
2024-10-25,-4.4513,-63.5314,18.3
2024-10-25,2.0878,-70.1957,27.399999999999995
2024-10-25,-25.567,-56.4305,45.9
2024-10-25,-24.5239,-50.2871,51.9
2024-10-25,4.3315,-72.1512,4.0
2024-10-25,2.9571,-39.1959,97.09999999999998
2024-10-25,-27.6041,-63.5767,64.3
2024-10-25,-18.4263,-57.2803,27.5
2024-10-25,-6.1805,-48.5608,4.9
2024-10-25,-21.6421,-50.3291,32.7
2024-10-25,-25.9065,-57.9513,17.6
2024-10-25,-24.3021,-38.0898,63.29999999999999
2024-10-25,-2.5344,-65.5236,72.8
2024-10-25,-2.5584,-73.7049,0.5
2024-10-25,-32.8142,-69.4768,39.8
2024-10-25,-18.5199,-70.3429,93.8
2024-10-25,-31.4652,-68.1174,87.40000000000002
2024-10-25,5.1593,-72.0446,54.6
2024-10-25,-12.8746,-69.6852,37.6
2024-10-25,-5.9136,-67.0348,22.600000000000005
2024-10-25,-8.7329,-59.1291,81.6
2024-10-25,-27.3152,-63.9758,14.9
2024-10-25,-15.103,-66.9297,36.5
2024-10-25,-7.6876,-56.9539,44.6
2024-10-25,-26.0424,-62.9383,49.29999999999999
2024-10-25,-1.9543,-71.3227,12.199999999999998
2024-10-25,1.1707,-62.6907,17.4
2024-10-25,-11.8668,-49.68,31.100000000000005
2024-10-25,-31.0859,-54.9757,47.1
2024-10-25,-12.0988,-50.8063,37.2
2024-10-25,-7.7144,-44.1036,98.0
2024-10-25,-11.1599,-67.3776,63.70000000000001
2024-10-25,-31.0878,-68.741,54.0
2024-10-25,-8.1471,-39.6568,60.6
2024-10-25,-21.0696,-72.9216,80.8
2024-10-25,-17.9664,-34.9534,49.70000000000001
2024-10-25,-27.4784,-69.2398,60.6
2024-10-25,-20.9286,-57.958,8.2
2024-10-25,3.6929,-58.8351,92.90000000000002
2024-10-25,-22.4663,-45.9381,28.7
2024-10-25,0.6249,-54.5528,77.8
2024-10-25,4.4014,-53.5765,6.5
2024-10-25,-7.9096,-53.1427,67.7
2024-10-25,-14.5086,-42.4476,10.4
2024-10-25,-28.2631,-35.1402,26.0
2024-10-25,-25.6197,-50.0758,8.9
2024-10-25,-8.7486,-45.3786,66.0
2024-10-25,-3.8518,-60.515,94.90000000000002
2024-10-25,-30.2488,-41.3884,19.6
2024-10-25,-8.0109,-37.4305,65.5
2024-10-25,-3.4489,-71.5201,52.29999999999999
2024-10-25,-21.0547,-39.2858,72.3
2024-10-25,-8.5791,-39.0262,2.6
2024-10-25,-2.9388,-48.0266,1.6000000000000003
2024-10-25,-24.9581,-46.2585,22.3
2024-10-25,-26.7283,-56.3297,76.3
2024-10-25,-8.6919,-57.3503,48.70000000000001
2024-10-25,-32.704,-43.0866,53.0
2024-10-25,-18.3158,-59.9882,39.5
2024-10-25,-28.3497,-40.4679,4.2
2024-10-25,-2.3046,-69.591,43.70000000000001
2024-10-25,-24.1235,-57.6325,89.3
2024-10-25,-17.027,-65.109,16.9
2024-10-25,-5.8941,-44.7222,93.5
2024-10-25,-14.0059,-41.2351,68.1
2024-10-25,-13.5159,-51.3944,88.8
2024-10-25,-4.0316,-35.2746,84.0
2024-10-25,-27.1648,-62.8931,41.2
2024-10-25,-15.6494,-57.8631,17.2
2024-10-25,-1.5208,-66.9694,94.90000000000002
2024-10-25,-1.7482,-44.5984,77.4
2024-10-25,2.7494,-38.0792,45.29999999999999
2024-10-25,-22.9339,-62.3345,83.0
2024-10-25,-12.1842,-40.6293,91.3
2024-10-25,-7.7854,-35.5985,83.1
2024-10-25,-12.8215,-58.9024,69.6
2024-10-25,-21.8217,-66.6404,64.7
2024-10-25,-9.9368,-68.0397,13.800000000000002
2024-10-25,-13.7344,-59.6029,29.5
2024-10-25,-29.4142,-41.8523,3.1
2024-10-25,-22.9691,-52.0384,54.0
2024-10-25,-31.5223,-63.6517,21.399999999999995
2024-10-25,-6.0393,-45.208,15.300000000000002
2024-10-25,-24.7714,-62.791,27.3
2024-10-25,-15.6832,-66.2426,73.3
2024-10-25,-31.5637,-64.2905,16.5
2024-10-25,-2.5808,-62.3049,44.6
2024-10-25,-24.3281,-53.5507,28.399999999999995
2024-10-25,-24.884,-35.7662,66.8
2024-10-25,-22.5102,-48.4052,31.3
2024-10-25,1.8699,-69.4502,89.8
2024-10-25,-6.624,-55.8056,26.3
2024-10-25,-1.7604,-37.326,51.9
2024-10-25,-11.6824,-63.6274,4.6
2024-10-25,-9.0758,-57.4988,72.6
2024-10-25,-16.8841,-70.3527,35.6
2024-10-25,-11.3676,-47.2255,37.7
2024-10-25,-24.5388,-48.6504,87.0
2024-10-25,-21.192,-38.8119,83.2
2024-10-25,-24.94,-35.771,31.0
2024-10-25,-31.0056,-45.2983,27.0
2024-10-25,-24.9555,-67.262,23.3
2024-10-25,5.2558,-48.2546,23.3
2024-10-25,1.617,-45.9999,22.8
2024-10-25,-1.9171,-70.8096,72.7
2024-10-25,-26.9218,-50.1919,87.3
2024-10-25,-21.8935,-69.8383,31.7
2024-10-25,-2.9898,-36.8161,22.100000000000005
2024-10-25,-29.5517,-42.6391,69.4
2024-10-25,-17.6869,-61.6151,4.7
2024-10-25,-29.0668,-47.2801,62.70000000000001
2024-10-25,-11.8425,-65.2825,59.5
2024-10-25,-6.2225,-45.3996,46.6
2024-10-25,-17.2662,-41.2486,52.4
2024-10-25,-32.5818,-39.927,46.70000000000001
2024-10-25,-4.0192,-37.1368,100.0
2024-10-25,-17.6925,-49.4412,77.8
2024-10-25,-1.314,-41.5941,34.1
2024-10-25,-33.5056,-46.1019,55.1
2024-10-25,-25.9622,-51.5248,70.4
2024-10-25,-33.2209,-69.9158,69.3
2024-10-25,-12.8883,-36.6062,87.90000000000002
2024-10-25,-32.3242,-38.2593,40.0
2024-10-25,-32.6773,-68.9097,69.9
2024-10-25,-2.6874,-37.0007,86.09999999999998
2024-10-25,-19.7771,-47.794,47.9
2024-10-25,-26.0499,-36.9528,42.2
2024-10-25,-10.301,-70.0398,67.2
2024-10-25,-27.461,-53.8816,65.4
2024-10-25,-28.343,-43.0289,42.0
2024-10-25,-19.2007,-65.793,72.6
2024-10-25,-24.1238,-66.1861,9.7
2024-10-25,-4.058,-64.2576,61.9
2024-10-25,-25.4311,-65.484,9.7
2024-10-25,-7.1722,-45.7762,60.70000000000001
2024-10-25,-23.3359,-43.4766,63.1
2024-10-25,-28.7663,-45.6797,78.4
2024-10-25,-25.9655,-37.5582,94.59999999999998
2024-10-25,-2.3788,-52.7539,22.2
2024-10-25,-17.3303,-56.7634,65.4
2024-10-25,-15.4991,-52.3236,38.4
2024-10-25,-15.0192,-45.0146,26.600000000000005
2024-10-25,-24.2727,-63.2469,60.20000000000001
2024-10-25,-3.6788,-47.6132,19.7
2024-10-25,-30.3243,-67.8633,87.7
2024-10-25,4.4152,-57.4117,67.6
2024-10-25,-18.8506,-42.3822,77.5
2024-10-25,-19.9013,-68.0743,3.2000000000000006
2024-10-25,-16.6417,-58.8434,68.5
2024-10-25,-16.2416,-35.1314,15.5
2024-10-25,3.8655,-37.6821,92.59999999999998
2024-10-25,-31.5391,-46.6174,86.90000000000002
2024-10-25,-30.6797,-73.8648,98.3
2024-10-25,-31.3762,-49.6883,83.9
2024-10-25,-18.0635,-42.1659,38.3
2024-10-25,0.4811,-48.6362,16.7
2024-10-25,-27.0506,-61.109,45.9
2024-10-25,-3.461,-69.7134,3.9
2024-10-25,-15.6655,-57.6281,2.1
2024-10-25,-24.5559,-41.0729,26.7
2024-10-25,-23.1416,-53.1079,63.4
2024-10-25,-25.4753,-66.382,70.2
2024-10-25,-25.2761,-73.6543,86.5
2024-10-25,-11.1061,-49.5105,98.3
2024-10-25,-11.1398,-61.169,21.1
2024-10-25,-11.5543,-65.4761,0.10000000000000002
2024-10-25,-8.3777,-58.0389,75.2
2024-10-25,-23.4722,-43.0102,67.3
2024-10-25,-9.6202,-42.096,43.5
2024-10-25,-24.4421,-51.4908,31.100000000000005
2024-10-25,1.1244,-47.4826,2.7999999999999994
2024-10-25,1.439,-63.3511,99.90000000000002
2024-10-25,-10.6788,-69.1941,66.3
2024-10-25,-5.7527,-60.8976,71.1
2024-10-25,-25.6373,-42.2574,98.59999999999998
2024-10-25,-26.3997,-50.3194,27.8
2024-10-25,-27.1211,-69.916,68.4
2024-10-25,-23.7811,-72.6985,13.1
2024-10-25,-23.481,-72.6441,86.2
2024-10-25,5.0517,-49.5494,98.2
2024-10-25,-3.2443,-60.4386,60.0
2024-10-25,-1.2691,-61.1966,52.9
2024-10-25,-3.699,-67.2004,92.7
2024-10-25,-27.0635,-73.45,77.8
2024-10-25,-8.538,-69.4941,22.0
2024-10-25,-31.5059,-59.5458,36.6
2024-10-25,-24.7717,-63.1325,85.90000000000002
2024-10-25,-9.6141,-55.6252,82.1
2024-10-25,-13.3327,-43.8515,54.0
2024-10-25,-20.9433,-66.819,74.0
2024-10-25,-3.4372,-61.1482,26.5
2024-10-25,-20.1993,-60.234,68.1
2024-10-25,-3.6643,-36.0733,72.2
2024-10-25,3.7027,-55.4352,91.3
2024-10-25,-7.2879,-44.538,71.9
2024-10-25,-20.0238,-66.7495,30.8
2024-10-25,4.2544,-73.804,59.6
2024-10-25,-19.3697,-42.3431,20.7
2024-10-25,-32.3233,-48.3484,3.9
2024-10-25,-2.5721,-51.7018,71.4
2024-10-25,-5.4604,-61.9008,93.40000000000002
2024-10-25,-18.1041,-73.7191,20.9
2024-10-25,-31.1836,-53.5423,41.1
2024-10-25,-8.4299,-38.3739,45.20000000000001
2024-10-25,0.5821,-56.1252,48.70000000000001
2024-10-25,-24.0406,-48.7669,12.0
2024-10-25,-2.7416,-51.1367,13.6
2024-10-25,-3.9686,-52.5226,58.4
2024-10-25,-33.7152,-42.1855,42.9
2024-10-25,-16.6345,-51.3403,46.70000000000001
2024-10-25,-11.8379,-37.3072,58.4
2024-10-25,-6.853,-68.0953,69.9
2024-10-25,-30.6844,-57.3162,96.59999999999998
2024-10-25,2.6341,-42.3542,72.5
2024-10-25,-5.9356,-59.6476,9.1
2024-10-25,-28.436,-39.5741,30.600000000000005
2024-10-25,-11.321,-63.7557,88.5
2024-10-25,-18.3664,-64.5072,2.1
2024-10-25,-18.4221,-41.8247,84.8
2024-10-25,-6.227,-70.0657,4.6
2024-10-25,-15.6519,-69.5011,5.2
2024-10-25,-8.6143,-61.5706,21.600000000000005
2024-10-25,-1.2613,-57.2576,43.9
2024-10-25,-5.6566,-50.4525,81.1
2024-10-25,-19.9239,-67.0128,24.0
2024-10-25,-23.0399,-57.2238,60.1
2024-10-25,-10.6808,-68.1056,1.3
2024-10-25,3.2783,-59.9088,94.5
2024-10-25,-22.183,-37.865,1.5
2024-10-25,-2.9576,-41.1947,25.2
2024-10-25,-18.6035,-43.5432,71.5
2024-10-25,-15.8633,-62.8263,81.3
2024-10-25,-25.9771,-48.3726,88.8
2024-10-25,-4.7809,-73.5287,98.5
2024-10-25,-30.3231,-66.4979,18.7
2024-10-25,-23.172,-53.9593,55.4
2024-10-25,-32.3862,-66.4347,99.5
2024-10-25,-17.5569,-42.9299,19.6
2024-10-25,-15.6692,-57.5378,18.4
2024-10-25,-29.8846,-64.8756,16.2
2024-10-25,-14.6973,-45.9278,72.4
2024-10-25,-11.6173,-43.2326,97.7
2024-10-25,-29.1078,-46.3032,80.0
2024-10-25,2.8882,-43.8334,42.6
2024-10-25,-22.0376,-47.5817,38.4
2024-10-25,-15.9052,-53.2884,27.600000000000005
2024-10-25,-8.3587,-54.8522,99.3
2024-10-25,-1.0571,-70.8184,2.3
2024-10-25,-2.2346,-44.6886,52.9
2024-10-25,-10.7152,-49.3136,68.0
2024-10-25,5.2042,-46.795,48.4
2024-10-25,-7.9519,-45.9896,65.5
2024-10-25,-6.2901,-50.0898,62.9
2024-10-25,-31.7051,-44.038,37.7
2024-10-25,-4.3091,-54.5965,3.0
2024-10-25,-21.7331,-54.865,55.4
2024-10-25,-22.4378,-69.0651,98.8
2024-10-25,-14.9319,-68.8093,41.9
2024-10-25,-1.7521,-67.0902,36.0
2024-10-25,-28.6513,-42.0147,98.40000000000002
2024-10-25,-2.5323,-58.3757,49.1
2024-10-25,-8.9225,-50.402,49.70000000000001
2024-10-25,-3.0694,-58.8907,51.9
2024-10-25,-13.9642,-63.5044,24.2
2024-10-25,-24.8581,-63.6925,11.1
2024-10-25,-25.5828,-44.6722,93.2
2024-10-25,-21.0038,-46.1813,88.40000000000002
2024-10-25,-12.4001,-58.9482,20.8
2024-10-25,-12.6346,-70.1748,88.2
2024-10-25,-24.0536,-59.7629,47.1
2024-10-25,-3.3747,-71.6431,37.3
2024-10-25,-11.2196,-69.5411,74.6
2024-10-25,-29.3244,-72.2236,50.1
2024-10-25,-7.1059,-39.055,45.9
2024-10-25,-15.6108,-71.057,49.6
2024-10-25,-17.8387,-62.1227,71.4
2024-10-25,-8.796,-65.179,45.20000000000001
2024-10-25,-28.1344,-47.5289,40.8
2024-10-25,-31.1852,-38.3018,27.2
2024-10-25,-7.1847,-70.2264,32.0
2024-10-25,-8.1129,-50.9655,72.0
2024-10-25,-10.5119,-69.6331,87.59999999999998
2024-10-25,2.9613,-40.9811,85.1
2024-10-25,-8.3622,-35.4801,1.5
2024-10-25,4.4106,-72.9992,60.5
2024-10-25,-23.3628,-42.4764,77.3
2024-10-25,-5.5597,-57.8853,79.6
2024-10-25,-22.811,-60.8485,42.2
2024-10-25,-30.9429,-53.2308,78.4
2024-10-25,-19.6718,-47.6216,34.6
2024-10-25,-27.856,-59.6742,81.8
2024-10-25,-16.7531,-56.5775,78.0
2024-10-25,-32.1629,-42.5973,5.8
2024-10-25,-1.812,-44.876,61.20000000000001
2024-10-25,-15.8414,-62.8832,62.6
2024-10-25,-9.9666,-40.3038,72.6
2024-10-25,-3.4961,-44.1734,12.6
2024-10-25,-32.9146,-71.6485,44.29999999999999
2024-10-25,-10.0151,-54.3478,43.20000000000001
2024-10-25,-32.8867,-59.6929,18.3
2024-10-25,-7.572,-47.8759,59.5
2024-10-25,-7.8972,-69.7873,18.2
2024-10-25,-6.552,-41.8186,17.0
2024-10-25,-8.9248,-65.376,70.0
2024-10-25,-15.9543,-66.6172,30.600000000000005
2024-10-25,-28.0428,-65.678,72.7
2024-10-25,1.6792,-53.1736,52.20000000000001
2024-10-25,-5.7713,-54.2655,26.7
2024-10-25,-1.5585,-70.3289,33.5
2024-10-25,-31.8578,-51.9495,65.4
2024-10-25,-4.2095,-65.4973,45.5
2024-10-25,-14.6589,-36.3282,51.70000000000001
2024-10-25,-12.786,-52.4625,49.0
2024-10-25,-33.5474,-41.8444,63.9
2024-10-25,-31.8715,-51.5645,76.2
2024-10-25,-12.8103,-51.9081,34.0
2024-10-25,-20.3506,-43.9857,99.59999999999998
2024-10-25,2.7143,-34.8666,67.2
2024-10-25,-30.1917,-65.539,45.6
2024-10-25,-11.1492,-67.7145,36.9
2024-10-25,-7.8127,-55.979,33.4
2024-10-25,-31.6522,-63.0449,46.70000000000001
2024-10-25,-7.8876,-59.2247,63.4
2024-10-25,0.5521,-58.7855,35.3
2024-10-25,-19.9897,-72.8682,17.4
2024-10-25,-8.6884,-71.6446,7.400000000000001
2024-10-25,-9.496,-36.7768,91.59999999999998
2024-10-25,-28.4464,-51.5287,90.0
2024-10-25,-1.5725,-67.1249,52.0
2024-10-25,4.8797,-45.4269,86.7
2024-10-25,-12.2416,-62.0988,15.6
2024-10-25,-19.9682,-38.6203,29.8
2024-10-25,-7.6347,-60.66,21.899999999999995
2024-10-25,-12.8859,-55.8803,89.3
2024-10-25,0.2511,-53.5335,64.6
2024-10-25,-29.9466,-60.845,24.600000000000005
2024-10-25,-7.2089,-73.7069,65.9
2024-10-25,-30.1352,-40.8275,47.5
2024-10-25,-13.9769,-67.3222,62.0
2024-10-25,3.1613,-69.8955,28.5
2024-10-25,1.3744,-53.3599,91.7
2024-10-25,-18.0391,-47.9915,70.8
2024-10-25,-27.3183,-36.4343,83.4
2024-10-25,-7.1052,-72.459,64.7
2024-10-25,-15.2084,-54.5605,6.400000000000001
2024-10-25,-11.3482,-46.678,73.2
2024-10-25,-0.0158,-61.8665,58.6
2024-10-25,-3.4949,-41.5684,37.2
2024-10-25,-12.9536,-61.8436,66.9
2024-10-25,-23.0747,-39.5416,71.5
2024-10-25,-15.9622,-69.9325,44.20000000000001
2024-10-25,-14.691,-41.4512,27.600000000000005
2024-10-25,-4.4445,-69.1915,84.7
2024-10-25,-4.7364,-43.1213,60.0
2024-10-25,-21.484,-38.2429,2.7000000000000006
2024-10-25,-26.4956,-43.9717,81.8
2024-10-25,-6.9765,-38.5117,87.40000000000002
2024-10-25,-26.8561,-66.3766,98.3
2024-10-25,-6.9233,-34.8517,49.0
2024-10-25,-5.0426,-43.9642,26.100000000000005
2024-10-25,-32.137,-69.7765,81.9
2024-10-25,-10.9232,-58.4062,26.600000000000005
2024-10-25,-17.6308,-35.5193,40.2
2024-10-25,-28.7042,-55.0716,22.0
2024-10-25,-31.044,-46.6565,9.2
2024-10-25,-9.2407,-36.6851,14.800000000000002
2024-10-25,-23.9643,-73.2285,50.5
2024-10-25,-13.0192,-62.6772,82.8
2024-10-25,-1.6147,-36.3897,75.7
2024-10-25,-21.6606,-63.2105,6.0
2024-10-25,-4.6966,-62.0839,97.0
2024-10-25,1.2418,-36.3646,81.4
2024-10-25,-7.3961,-47.3674,63.29999999999999
2024-10-25,-25.3414,-57.5849,83.5
2024-10-25,-10.9051,-39.5137,30.100000000000005
2024-10-25,-21.3502,-36.2124,30.7
2024-10-25,-5.5999,-58.611,95.2
2024-10-25,-9.3812,-59.1901,1.3999999999999997
2024-10-25,-9.6654,-58.4427,49.70000000000001
2024-10-25,3.6046,-42.3125,95.0
2024-10-25,-8.4802,-37.2561,99.90000000000002
2024-10-25,-33.0438,-66.5195,9.1
2024-10-25,-26.863,-63.348,17.7
2024-10-25,-0.7481,-52.8172,67.4
2024-10-25,4.0914,-58.7593,51.5
2024-10-25,-7.6609,-64.6476,72.5
2024-10-25,-23.2709,-62.5743,42.1
2024-10-25,-12.9581,-61.2049,64.9
2024-10-25,-7.8243,-49.9307,63.29999999999999
2024-10-25,-19.6867,-47.215,24.899999999999995
2024-10-25,-10.823,-59.6033,88.7
2024-10-25,-1.3596,-50.5023,27.0
2024-10-25,-6.3505,-68.407,33.3
2024-10-25,3.7411,-41.436,31.899999999999995
2024-10-25,-26.5163,-38.0203,64.3
2024-10-25,-19.5199,-49.8531,0.10000000000000002
2024-10-25,-23.4401,-61.7203,22.7
2024-10-25,-3.4692,-42.2893,19.5
2024-10-25,-16.898,-59.3462,73.8
2024-10-25,-22.9703,-40.732,65.6
2024-10-25,-2.2862,-63.8639,66.0
2024-10-25,-19.0571,-72.9392,18.4
2024-10-25,-15.6206,-45.2417,62.6
2024-10-25,-29.3692,-60.7653,74.3
2024-10-25,-32.2711,-34.8818,14.800000000000002
2024-10-25,-20.3777,-50.086,38.0
2024-10-25,-26.8937,-40.0118,11.1
2024-10-25,-18.7437,-47.4225,46.0
2024-10-25,0.7956,-72.9321,82.7
2024-10-25,-18.4135,-70.7397,53.79999999999999
2024-10-25,-2.6733,-46.2826,3.0
2024-10-25,-6.1786,-45.9666,11.699999999999998
2024-10-25,-10.6643,-63.1526,3.9
2024-10-25,-0.2273,-62.9215,47.5
2024-10-25,-19.9857,-73.2601,17.7
2024-10-25,-23.7294,-61.1602,23.5
2024-10-25,-32.7732,-46.7049,71.6
2024-10-25,2.443,-35.9835,1.6000000000000003
2024-10-25,-28.9685,-73.7034,39.8
2024-10-25,-5.9705,-36.3705,7.900000000000001
2024-10-25,-20.7345,-56.502,64.8
2024-10-25,-22.802,-45.7249,32.5
2024-10-25,-6.4089,-52.5382,19.2
2024-10-25,4.9623,-52.8941,54.79999999999999
2024-10-25,-25.8196,-60.4748,77.3
2024-10-25,-11.6541,-50.4667,1.7
2024-10-25,-7.1387,-69.5092,96.3
2024-10-25,-2.9162,-70.9686,30.899999999999995
2024-10-25,0.4948,-40.8227,62.0
2024-10-25,-4.6273,-54.5601,79.6
2024-10-25,-11.4328,-54.8155,86.5
2024-10-25,3.3996,-58.9815,1.2
2024-10-25,-13.1705,-51.3286,88.59999999999998
2024-10-25,-27.6697,-35.9127,11.5
2024-10-25,-17.345,-45.9418,27.600000000000005
2024-10-25,-10.004,-72.9162,99.90000000000002
2024-10-25,4.6751,-36.8743,29.100000000000005
2024-10-25,-23.3709,-46.1962,29.3
2024-10-25,-3.2328,-46.7622,70.2
2024-10-25,-16.0871,-44.948,59.6
2024-10-25,-1.7429,-70.8898,56.0
2024-10-25,-17.0497,-71.5723,10.4
2024-10-25,4.4937,-61.1015,41.3
2024-10-25,-23.1266,-41.4856,99.90000000000002
2024-10-25,-13.6664,-65.1438,93.40000000000002
2024-10-25,-25.3534,-62.5922,70.8
2024-10-25,-18.7706,-52.2291,54.1
2024-10-25,-21.6516,-42.3112,26.2
2024-10-25,1.9905,-41.4554,73.8
2024-10-25,-26.84,-52.4091,81.6
2024-10-25,0.7012,-50.7734,27.7
2024-10-25,-14.6867,-54.6042,30.600000000000005
2024-10-25,-30.0073,-71.8718,70.6
2024-10-25,-13.6938,-73.5942,33.0
2024-10-25,-14.4805,-49.8879,95.8
2024-10-25,-21.3295,-51.0442,96.3
2024-10-25,-18.6202,-64.1007,4.0
2024-10-25,-6.2406,-41.9262,95.5
2024-10-25,-1.9814,-71.0141,69.0
2024-10-25,-17.0318,-61.7929,11.5
2024-10-25,4.4752,-65.1385,28.600000000000005
2024-10-25,-20.5184,-40.8441,44.4
2024-10-25,2.8675,-71.5216,15.199999999999998
2024-10-25,-24.0318,-63.8523,13.9
2024-10-25,-24.3755,-57.9644,55.9
2024-10-25,-9.0363,-68.8799,9.8
2024-10-25,-9.8111,-44.8912,63.5
2024-10-25,-25.3667,-53.4384,12.699999999999998
2024-10-25,-8.1169,-50.0174,64.6
2024-10-25,-31.6618,-67.7485,6.099999999999999
2024-10-25,-19.6358,-54.0602,42.5
2024-10-25,4.0634,-65.1096,1.8
2024-10-25,1.6186,-58.298,45.4
2024-10-25,-27.9348,-38.0385,74.3
2024-10-25,-19.3249,-44.0532,69.7
2024-10-25,-24.1685,-67.5506,9.3
2024-10-25,-28.0317,-40.1779,67.4
2024-10-25,-14.7097,-42.9835,4.5
2024-10-25,1.8971,-54.1916,5.5
2024-10-25,-31.6385,-44.7042,21.1
2024-10-25,-8.5184,-37.3605,50.79999999999999
2024-10-25,-30.1507,-48.9715,27.399999999999995
2024-10-25,-33.5033,-39.4277,75.3
2024-10-25,-28.7276,-43.6123,2.5
2024-10-25,-24.081,-42.9765,71.8
2024-10-25,-28.3639,-36.6244,52.1
2024-10-25,-15.2976,-61.4547,95.09999999999998
2024-10-25,-30.7608,-54.9376,75.9
2024-10-25,-8.2168,-52.2124,61.29999999999999
2024-10-25,-9.9377,-36.2195,58.70000000000001
2024-10-25,-2.3642,-67.2061,40.2
2024-10-25,-13.9146,-35.6211,43.6
2024-10-25,-7.121,-38.4864,29.7
2024-10-25,-29.395,-60.8318,93.90000000000002
2024-10-25,2.8371,-59.066,66.5
2024-10-25,-4.499,-50.3217,85.90000000000002
2024-10-25,-21.0703,-62.7067,87.59999999999998
2024-10-25,3.4819,-55.1707,8.6
2024-10-25,-7.1131,-58.0386,64.6
2024-10-25,-26.9961,-39.4164,15.9
2024-10-25,-8.6378,-53.7393,9.1
2024-10-25,-11.1606,-67.4527,6.5
2024-10-25,-17.1153,-62.0969,42.4
2024-10-25,-9.9177,-66.5554,83.9
2024-10-25,-26.8385,-36.956,99.3
2024-10-25,-7.948,-39.8929,67.0
2024-10-25,-15.1779,-55.6137,49.0
2024-10-25,-8.3473,-44.4775,82.0
2024-10-25,-1.1501,-73.6618,22.600000000000005
2024-10-25,3.2336,-44.2127,83.3
2024-10-25,-19.4719,-35.6097,58.5
2024-10-25,-2.2519,-37.442,28.899999999999995
2024-10-25,1.4717,-49.3133,41.0
2024-10-25,-25.8352,-63.216,33.3
2024-10-25,-29.2576,-38.1017,67.9
2024-10-25,-21.5281,-66.1285,84.8
2024-10-25,-8.3839,-68.1937,25.3
2024-10-25,-26.4174,-58.1572,26.0
2024-10-25,-7.3444,-51.059,26.100000000000005
2024-10-25,0.1004,-53.9023,88.0
2024-10-25,-4.7735,-59.3398,24.0
2024-10-25,-12.5627,-71.7573,96.8
2024-10-25,-16.3018,-45.1625,97.5
2024-10-25,-18.7105,-67.9102,29.8
2024-10-25,-26.801,-52.0998,6.8
2024-10-25,-5.9406,-59.4903,60.1
2024-10-25,-20.8228,-47.4061,70.6
2024-10-25,-19.93,-63.9716,96.2
2024-10-25,-18.1736,-69.2668,53.20000000000001
2024-10-25,-8.2683,-59.1921,43.1
2024-10-25,-28.6887,-63.4846,13.800000000000002
2024-10-25,-19.1002,-40.7419,51.1
2024-10-25,-9.3904,-66.0952,12.0
