Data,latitude,longitude,probabilidade
2024-10-26,-1.4112,-49.0289,86.0
2024-10-26,-27.6025,-43.1906,79.0
2024-10-26,-9.9592,-35.7702,79.0
2024-10-26,2.8169,-49.2202,62.0
2024-10-26,-22.3581,-49.0289,0.0
2024-10-26,-9.6797,-42.8014,62.0
2024-10-26,-22.3581,-48.4395,49.0
2024-10-26,-15.5593,-60.0156,49.0
2024-10-26,-27.6025,-48.4395,32.0
2024-10-26,-8.7936,-49.0289,63.0
2024-10-26,-10.1907,-40.3058,0.0
2024-10-26,-3.1036,-47.9258,44.0
2024-10-26,-5.0347,-49.0289,39.0
2024-10-26,-30.0535,-34.9592,49.0
2024-10-26,-20.2711,-38.5378,0.0
2024-10-26,-22.3581,-49.2203,63.0
2024-10-26,-3.8157,-44.2136,64.0
2024-10-26,-10.1907,-51.1747,84.0
2024-10-26,2.8169,-48.4395,0.0
2024-10-26,-5.0348,-34.9592,0.0
2024-10-26,2.8169,-48.4395,86.0
2024-10-26,-1.4112,-49.2306,50.0
2024-10-26,-30.0536,-60.0156,0.0
2024-10-26,-5.0347,-35.7702,71.0
2024-10-26,-22.3581,-48.6201,37.0
2024-10-26,-3.8157,-48.62,68.0
2024-10-26,-30.0536,-42.8014,77.0
2024-10-26,-19.8839,-51.1747,0.0
2024-10-26,-16.6428,-68.1653,82.0
2024-10-26,2.8169,-44.2136,50.0
2024-10-26,-9.5511,-42.8014,75.0
2024-10-26,-20.4472,-48.6201,0.0
2024-10-26,-22.9883,-37.0543,80.0
2024-10-26,-9.5511,-51.0889,84.0
2024-10-26,-20.4472,-49.0289,27.0
2024-10-26,-22.3581,-44.2136,32.0
2024-10-26,-9.5512,-56.063,50.0
2024-10-26,-25.4486,-40.3058,78.0
2024-10-26,-5.0347,-42.8014,84.0
2024-10-26,-20.2708,-48.3018,62.0
2024-10-26,-30.0536,-60.0156,64.0
2024-10-26,-27.6025,-56.063,62.0
2024-10-26,0.035,-60.6908,80.0
2024-10-26,2.8169,-48.6201,37.0
2024-10-26,-20.4472,-37.0543,37.0
2024-10-26,-1.4112,-40.3058,72.0
2024-10-26,-8.7936,-43.9586,37.0
2024-10-26,-20.2708,-43.9586,64.0
2024-10-26,-2.5267,-38.5378,32.0
2024-10-26,-2.5267,-44.2136,32.0
2024-10-26,-3.8158,-38.5378,68.0
2024-10-26,-20.2708,-49.2202,78.0
2024-10-26,-2.5267,-43.1906,79.0
2024-10-26,2.8169,-51.0888,64.0
2024-10-26,-10.1907,-56.063,44.0
2024-10-26,-3.1033,-48.3018,77.0
2024-10-26,-3.1036,-47.9258,37.0
2024-10-26,-3.1036,-63.8458,77.0
2024-10-26,-30.0536,-37.0544,80.0
2024-10-26,-2.5267,-40.3058,78.0
2024-10-26,-20.2711,-37.0543,72.0
2024-10-26,-22.9883,-35.2081,77.0
2024-10-26,-25.4486,-48.6201,0.0
2024-10-26,-22.3581,-44.2136,68.0
2024-10-26,-1.4112,-56.063,65.0
2024-10-26,2.8169,-49.2203,80.0
2024-10-26,-15.7894,-34.9592,71.0
2024-10-26,-3.1033,-51.1747,26.0
2024-10-26,-16.6428,-56.063,80.0
2024-10-26,-5.0347,-49.0289,63.0
2024-10-26,-27.6025,-43.1906,72.0
2024-10-26,-15.7893,-48.6201,0.0
2024-10-26,-15.7893,-48.3018,79.0
2024-10-26,-15.5593,-51.1747,0.0
2024-10-26,-2.5267,-44.2136,78.0
2024-10-26,-3.1036,-34.8156,62.0
2024-10-26,-2.5267,-43.9586,63.0
2024-10-26,-5.0347,-49.2203,0.0
2024-10-26,-7.1653,-34.8156,39.0
2024-10-26,-8.0593,-51.1747,64.0
2024-10-26,-3.8158,-60.6908,71.0
2024-10-26,0.035,-43.9694,39.0
2024-10-26,-27.6025,-49.0289,68.0
2024-10-26,-22.3581,-48.6201,75.0
2024-10-26,-5.0347,-51.0889,68.0
2024-10-26,-25.4486,-51.0888,82.0
2024-10-26,-16.6428,-49.2202,69.0
2024-10-26,-27.6025,-35.7703,49.0
2024-10-26,-5.0347,-51.0889,44.0
2024-10-26,-7.1653,-51.0888,0.0
2024-10-26,-22.9883,-44.2136,27.0
2024-10-26,-7.1653,-47.9258,69.0
2024-10-26,-15.5593,-37.0543,32.0
2024-10-26,-8.7937,-43.1906,84.0
2024-10-26,-3.8158,-48.3018,0.0
2024-10-26,-3.8158,-40.3058,68.0
2024-10-26,-2.5267,-37.0543,75.0
2024-10-26,-15.5593,-35.7703,82.0
2024-10-26,-3.8158,-60.0164,77.0
2024-10-26,-20.4472,-35.2081,72.0
2024-10-26,-7.1653,-51.1747,26.0
2024-10-26,-1.4112,-35.2081,0.0
2024-10-26,-15.7893,-60.0156,0.0
2024-10-26,2.8169,-40.3058,26.0
2024-10-26,-5.8372,-38.5378,0.0
2024-10-26,-15.7893,-40.3058,26.0
2024-10-26,-25.4486,-35.2081,86.0
2024-10-26,-25.4486,-54.7226,82.0
2024-10-26,-22.3581,-49.2202,78.0
2024-10-26,-3.8158,-38.5378,50.0
2024-10-26,-5.0347,-48.4395,39.0
2024-10-26,-16.6428,-43.9586,64.0
2024-10-26,-15.5593,-43.9586,68.0
2024-10-26,-19.8839,-40.3058,78.0
2024-10-26,-5.0348,-34.8156,69.0
2024-10-26,-22.3581,-43.9694,86.0
2024-10-26,-30.0536,-47.9258,50.0
2024-10-26,-5.0347,-51.1747,32.0
2024-10-26,-25.4487,-56.063,78.0
2024-10-26,-16.6428,-51.1747,50.0
2024-10-26,-10.9524,-60.0164,26.0
2024-10-26,-15.5593,-35.7703,39.0
2024-10-26,-19.98,-48.6201,0.0
2024-10-26,0.035,-51.1748,0.0
2024-10-26,-15.7893,-35.7703,72.0
2024-10-26,-22.9883,-49.2306,78.0
2024-10-26,-22.3581,-56.063,64.0
2024-10-26,-5.8372,-54.7226,62.0
2024-10-26,-5.8372,-42.8014,26.0
2024-10-26,0.035,-34.8156,80.0
2024-10-26,-10.9525,-48.4395,37.0
2024-10-26,-7.1653,-49.2203,39.0
2024-10-26,2.8169,-49.0289,0.0
2024-10-26,-7.1653,-56.063,84.0
2024-10-26,-22.9883,-48.3144,0.0
2024-10-26,-20.4472,-48.4395,64.0
2024-10-26,-19.98,-44.2136,62.0
2024-10-26,-5.0348,-43.9586,49.0
2024-10-26,0.035,-51.1747,63.0
2024-10-26,-3.8158,-43.9586,37.0
2024-10-26,-27.6025,-49.2203,50.0
2024-10-26,-16.6428,-51.1747,0.0
2024-10-26,-5.8372,-63.8458,65.0
2024-10-26,-5.8372,-43.9587,77.0
2024-10-26,-3.8158,-60.6908,64.0
2024-10-26,-9.5511,-49.0289,0.0
2024-10-26,-15.5593,-49.2306,64.0
2024-10-26,-16.6428,-47.9258,68.0
2024-10-26,-27.6025,-42.8014,62.0
2024-10-26,-8.7937,-35.7703,80.0
2024-10-26,-3.8158,-35.2081,77.0
2024-10-26,-22.9883,-43.1906,86.0
2024-10-26,-16.6428,-49.0289,39.0
2024-10-26,-22.3581,-60.6908,82.0
2024-10-26,-22.9883,-43.9586,82.0
2024-10-26,-30.0536,-44.2136,63.0
2024-10-26,-2.5268,-35.2081,63.0
2024-10-26,-9.9592,-34.9592,64.0
2024-10-26,-9.5511,-49.2202,37.0
2024-10-26,-10.9524,-38.5378,86.0
2024-10-26,-22.3581,-49.2306,77.0
2024-10-26,-27.6025,-60.6908,64.0
2024-10-26,-10.1478,-44.2136,62.0
2024-10-26,-3.8158,-43.9586,79.0
2024-10-26,-8.7936,-60.6908,71.0
2024-10-26,-10.9525,-43.9586,84.0
2024-10-26,-20.4472,-51.1747,78.0
2024-10-26,-5.0347,-34.9592,75.0
2024-10-26,-5.0347,-49.0289,68.0
2024-10-26,-7.1653,-49.2202,0.0
2024-10-26,-3.1033,-38.5378,27.0
2024-10-26,-1.4112,-60.6908,26.0
2024-10-26,0.035,-60.6908,86.0
2024-10-26,-20.2708,-43.9694,37.0
2024-10-26,-20.2711,-49.2306,64.0
2024-10-26,-20.2708,-48.62,0.0
2024-10-26,-10.1478,-49.2202,80.0
2024-10-26,-15.5593,-49.2202,26.0
2024-10-26,-15.5593,-48.4395,68.0
2024-10-26,-10.1478,-34.8156,44.0
2024-10-26,-7.1653,-35.7702,75.0
2024-10-26,2.8169,-40.3058,37.0
2024-10-26,-2.5267,-43.1906,0.0
2024-10-26,2.8169,-49.2202,80.0
2024-10-26,-5.0347,-56.063,49.0
2024-10-26,-19.98,-54.7226,78.0
2024-10-26,-25.4487,-40.3058,0.0
2024-10-26,-30.0535,-43.1906,62.0
2024-10-26,-30.0536,-56.063,79.0
2024-10-26,-30.0536,-49.0289,86.0
2024-10-26,-22.3581,-38.5378,79.0
2024-10-26,-22.9883,-48.6201,72.0
2024-10-26,-22.9883,-48.4395,27.0
2024-10-26,-1.4112,-48.6201,32.0
2024-10-26,-16.6428,-68.1653,0.0
2024-10-26,-16.6428,-48.4395,64.0
2024-10-26,-16.6428,-43.9586,69.0
2024-10-26,-8.0593,-34.9592,32.0
2024-10-26,-16.6428,-48.3018,32.0
2024-10-26,-5.0347,-38.5378,0.0
2024-10-26,-9.5511,-35.7702,0.0
2024-10-26,-22.3581,-34.9592,0.0
2024-10-26,-1.4112,-48.62,82.0
2024-10-26,-9.9592,-40.3061,26.0
2024-10-26,-15.7894,-38.5378,80.0
2024-10-26,-2.5267,-34.9592,27.0
2024-10-26,-10.1908,-44.2136,0.0
2024-10-26,-5.8372,-54.7226,27.0
2024-10-26,-30.0536,-44.2136,80.0
2024-10-26,-22.3581,-43.1906,71.0
2024-10-26,2.8169,-35.2081,0.0
2024-10-26,-5.8372,-34.8156,72.0
2024-10-26,-9.5511,-49.2306,27.0
2024-10-26,-5.0347,-51.1747,80.0
2024-10-26,-15.5593,-35.2081,78.0
2024-10-26,-15.5593,-51.0888,84.0
2024-10-26,-8.0593,-51.1747,77.0
2024-10-26,-5.0347,-63.8458,63.0
2024-10-26,-2.5268,-49.0289,84.0
2024-10-26,-8.0592,-49.2306,64.0
2024-10-26,-5.0348,-35.2081,0.0
2024-10-26,-8.7936,-56.063,84.0
2024-10-26,-3.8157,-47.9258,0.0
2024-10-26,-20.2708,-43.1906,49.0
2024-10-26,-22.3581,-44.2136,63.0
2024-10-26,-22.3581,-54.7226,44.0
2024-10-26,-22.9883,-43.1906,80.0
2024-10-26,-22.3581,-48.4395,62.0
2024-10-26,-27.6025,-60.0164,62.0
2024-10-26,-22.9883,-47.9258,0.0
2024-10-26,-5.0348,-37.0544,50.0
2024-10-26,-22.3581,-51.1747,64.0
2024-10-26,-3.1033,-60.6908,72.0
2024-10-26,-20.4472,-35.2081,44.0
2024-10-26,-19.98,-48.4395,79.0
2024-10-26,-7.1654,-42.8014,49.0
2024-10-26,-25.4486,-40.3058,68.0
2024-10-26,-7.1653,-48.3019,80.0
2024-10-26,-16.6428,-38.5378,0.0
2024-10-26,-1.4112,-54.7226,78.0
2024-10-26,-25.4486,-34.8156,37.0
2024-10-26,-27.6025,-47.9258,84.0
2024-10-26,-10.1478,-49.2203,78.0
2024-10-26,-22.3581,-47.9258,78.0
2024-10-26,-3.1033,-48.4395,37.0
2024-10-26,-15.7894,-48.4395,26.0
2024-10-26,-7.1653,-43.1906,49.0
2024-10-26,-19.98,-38.5378,69.0
2024-10-26,-3.1036,-44.2136,72.0
2024-10-26,-16.6428,-48.6201,27.0
2024-10-26,-22.9883,-34.8156,63.0
2024-10-26,-8.0592,-37.0544,26.0
2024-10-26,-3.1036,-54.7226,0.0
2024-10-26,-20.4472,-35.2081,27.0
2024-10-26,-3.8158,-48.6201,80.0
2024-10-26,-5.8372,-54.7226,0.0
2024-10-26,-15.5593,-51.0889,49.0
2024-10-26,-30.0536,-40.3058,49.0
2024-10-26,-7.1654,-34.8156,27.0
2024-10-26,-27.6025,-48.4395,78.0
2024-10-26,2.8169,-47.9258,50.0
2024-10-26,-10.9524,-43.1906,72.0
2024-10-26,-5.8372,-63.8458,0.0
2024-10-26,-27.6025,-56.063,78.0
2024-10-26,-7.1653,-38.5378,82.0
2024-10-26,-22.9883,-34.9592,0.0
2024-10-26,-22.3581,-44.2136,64.0
2024-10-26,-3.8158,-42.8014,79.0
2024-10-26,-30.0536,-48.3018,0.0
2024-10-26,-22.9883,-49.0289,84.0
2024-10-26,-5.8372,-35.2081,0.0
2024-10-26,-25.4486,-49.2306,27.0
2024-10-26,-19.98,-63.8458,27.0
2024-10-26,-15.5593,-68.1653,27.0
2024-10-26,-9.6797,-54.7226,32.0
2024-10-26,0.035,-43.1906,68.0
2024-10-26,-20.2708,-47.9258,79.0
2024-10-26,-1.4112,-43.9586,44.0
2024-10-26,-30.0535,-60.6908,37.0
2024-10-26,-8.7936,-44.2136,82.0
2024-10-26,-22.9883,-43.9586,49.0
2024-10-26,-3.1036,-35.7703,79.0
2024-10-26,-16.6428,-49.2202,69.0
2024-10-26,-8.7936,-49.2306,0.0
2024-10-26,-15.7893,-49.2306,64.0
2024-10-26,-27.6025,-35.7703,0.0
2024-10-26,-20.4472,-47.9258,68.0
2024-10-26,2.8169,-38.5378,72.0
2024-10-26,-20.4472,-60.6908,77.0
2024-10-26,-25.4486,-35.7703,62.0
2024-10-26,-3.1033,-48.6201,80.0
2024-10-26,-27.6025,-47.9258,0.0
2024-10-26,-5.8372,-63.8458,82.0
2024-10-26,-22.3581,-35.2081,49.0
2024-10-26,-10.9524,-34.8156,82.0
2024-10-26,-5.0347,-42.8013,86.0
2024-10-26,-1.4112,-34.8156,80.0
2024-10-26,0.035,-68.1653,49.0
2024-10-26,-10.1478,-43.1906,80.0
2024-10-26,-5.0347,-60.0164,64.0
2024-10-26,-5.8372,-51.1747,49.0
2024-10-26,-2.5267,-49.2306,37.0
2024-10-26,-2.5267,-35.2081,84.0
2024-10-26,-10.1907,-37.0544,27.0
2024-10-26,-25.4487,-49.0289,49.0
2024-10-26,-7.1654,-35.2081,32.0
2024-10-26,-27.6025,-40.3058,27.0
2024-10-26,-20.4472,-42.8014,63.0
2024-10-26,-22.3581,-43.1906,86.0
2024-10-26,-3.1036,-47.9258,27.0
2024-10-26,-8.0593,-42.8014,71.0
2024-10-26,-22.9883,-43.9586,0.0
2024-10-26,-10.1907,-56.0608,82.0
2024-10-26,-10.9524,-60.0156,64.0
2024-10-26,-15.5593,-48.6201,63.0
2024-10-26,-10.1907,-43.9586,26.0
2024-10-26,-2.5267,-35.2081,64.0
2024-10-26,-3.1033,-60.6908,39.0
2024-10-26,-5.8372,-49.0289,82.0
2024-10-26,2.8169,-35.2081,77.0
2024-10-26,-15.5593,-42.8013,27.0
2024-10-26,-1.4112,-49.2203,49.0
2024-10-26,-9.5511,-42.8014,63.0
2024-10-26,-16.6428,-51.0888,69.0
2024-10-26,-10.9525,-40.3058,44.0
2024-10-26,-22.3581,-63.8459,79.0
2024-10-26,-20.4472,-48.6201,0.0
2024-10-26,-16.6428,-60.0164,0.0
2024-10-26,-2.5267,-68.1652,82.0
2024-10-26,-3.1033,-43.1906,68.0
2024-10-26,-5.0348,-47.9258,0.0
2024-10-26,-10.9525,-56.063,0.0
2024-10-26,-3.1033,-37.0544,0.0
2024-10-26,-22.9883,-48.4395,49.0
2024-10-26,-10.1478,-48.3144,78.0
2024-10-26,-15.7894,-60.0156,44.0
2024-10-26,-5.8372,-35.7703,32.0
2024-10-26,-9.5511,-48.4395,72.0
2024-10-26,-5.8372,-63.8458,62.0
2024-10-26,-8.0593,-43.9586,27.0
2024-10-26,-22.3581,-42.8014,80.0
2024-10-26,-10.1907,-40.3058,71.0
2024-10-26,-1.4112,-43.1906,39.0
2024-10-26,-7.1653,-49.2202,0.0
2024-10-26,-1.4112,-48.4395,0.0
2024-10-26,-19.98,-34.9592,86.0
2024-10-26,-5.8372,-35.7702,32.0
2024-10-26,-3.1033,-34.8156,26.0
2024-10-26,-9.9592,-47.9258,82.0
2024-10-26,-16.6428,-43.9694,69.0
2024-10-26,-1.4112,-35.7703,39.0
2024-10-26,-1.4112,-43.1906,63.0
2024-10-26,-3.1033,-35.7703,27.0
2024-10-26,-3.8158,-49.0289,79.0
2024-10-26,-22.3581,-56.063,64.0
2024-10-26,2.8169,-43.9587,0.0
2024-10-26,2.8169,-35.7703,49.0
2024-10-26,-5.0347,-43.1906,64.0
2024-10-26,-20.2711,-40.3058,64.0
2024-10-26,-27.6025,-67.869,86.0
2024-10-26,-16.6428,-35.2081,77.0
2024-10-26,-3.1033,-54.7226,0.0
2024-10-26,-9.5511,-49.0289,79.0
2024-10-26,-16.6428,-54.7226,72.0
2024-10-26,-10.1907,-48.3144,64.0
2024-10-26,-15.5593,-42.8014,0.0
2024-10-26,-22.9883,-49.2306,62.0
2024-10-26,-22.9883,-40.3058,27.0
2024-10-26,-2.5267,-68.1652,64.0
2024-10-26,-3.8158,-43.9586,75.0
2024-10-26,-10.1478,-47.9258,79.0
2024-10-26,-16.6428,-34.9592,44.0
2024-10-26,-30.0536,-63.8459,71.0
2024-10-26,-5.8372,-40.3058,44.0
2024-10-26,-19.98,-35.2081,78.0
2024-10-26,-5.0347,-44.2136,75.0
2024-10-26,-19.98,-42.8013,84.0
2024-10-26,-3.8157,-35.2081,82.0
2024-10-26,-22.3581,-49.2202,0.0
2024-10-26,-2.5267,-48.4395,72.0
2024-10-26,-9.9592,-48.3144,0.0
2024-10-26,-9.6797,-56.063,68.0
2024-10-26,-22.9883,-54.7226,64.0
2024-10-26,-10.9525,-44.2136,37.0
2024-10-26,-20.2708,-48.3144,26.0
2024-10-26,-30.0536,-48.6201,79.0
2024-10-26,2.8169,-43.1906,37.0
2024-10-26,2.8169,-44.2136,26.0
2024-10-26,-15.5593,-60.0156,78.0
2024-10-27,-19.98,-47.9258,26.0
2024-10-27,-1.4112,-48.4395,0.0
2024-10-27,-22.9883,-42.8014,37.0
2024-10-27,2.8169,-43.1906,80.0
2024-10-27,2.8169,-56.063,50.0
2024-10-27,-9.5511,-35.7703,82.0
2024-10-27,-10.9525,-42.8014,0.0
2024-10-27,-22.9883,-56.063,27.0
2024-10-27,-22.3581,-34.8156,77.0
2024-10-27,-15.6069,-43.9694,0.0
2024-10-27,-3.8157,-48.3018,26.0
2024-10-27,-15.5593,-34.9592,78.0
2024-10-27,-8.7937,-35.7703,69.0
2024-10-27,-8.0593,-60.6908,32.0
2024-10-27,-2.5267,-51.1747,84.0
2024-10-27,-22.3581,-54.7226,0.0
2024-10-27,-10.1478,-40.3058,0.0
2024-10-27,-20.2708,-63.8458,50.0
2024-10-27,-15.5593,-38.5378,63.0
2024-10-27,-10.9525,-40.3058,44.0
2024-10-27,-20.4472,-43.9587,49.0
2024-10-27,-15.7893,-56.0608,39.0
2024-10-27,-20.2708,-51.0889,62.0
2024-10-27,-27.6025,-40.3058,26.0
2024-10-27,-15.7893,-40.3058,78.0
2024-10-27,-22.3581,-40.3058,0.0
2024-10-27,-15.7893,-35.7703,37.0
2024-10-27,-15.6069,-35.2081,77.0
2024-10-27,-7.1654,-49.2203,82.0
2024-10-27,-22.9883,-35.7703,32.0
2024-10-27,-22.9883,-34.8156,64.0
2024-10-27,-2.5268,-38.5378,64.0
2024-10-27,-9.5511,-48.3144,27.0
2024-10-27,2.8169,-34.9592,0.0
2024-10-27,-15.7893,-37.0544,64.0
2024-10-27,-20.2708,-35.7703,75.0
2024-10-27,-5.0347,-67.869,50.0
2024-10-27,-22.9883,-60.0164,44.0
2024-10-27,-22.3581,-35.2081,63.0
2024-10-27,-16.6428,-43.9586,78.0
2024-10-27,0.035,-44.2136,78.0
2024-10-27,-15.6069,-49.2202,37.0
2024-10-27,-30.0536,-48.6201,77.0
2024-10-27,-5.0347,-48.4395,79.0
2024-10-27,-1.4112,-49.0289,0.0
2024-10-27,-20.2708,-42.8014,68.0
2024-10-27,-20.2711,-35.2081,69.0
2024-10-27,-7.1653,-47.9258,62.0
2024-10-27,-8.0593,-44.2136,64.0
2024-10-27,-15.5593,-56.063,26.0
2024-10-27,-15.5593,-56.063,78.0
2024-10-27,-15.5593,-54.7226,82.0
2024-10-27,-20.2711,-35.7703,44.0
2024-10-27,-10.9524,-49.2202,72.0
2024-10-27,-30.0535,-47.9258,49.0
2024-10-27,-20.2708,-56.063,32.0
2024-10-27,-15.5593,-49.2306,79.0
2024-10-27,-25.4487,-40.3058,72.0
2024-10-27,-9.5511,-42.8014,50.0
2024-10-27,-10.1907,-47.9258,27.0
2024-10-27,-27.6025,-54.7226,39.0
2024-10-27,-25.4487,-43.9586,72.0
2024-10-27,-27.6025,-49.0289,0.0
2024-10-27,-10.9525,-38.5378,82.0
2024-10-27,-7.1654,-54.7226,32.0
2024-10-27,-16.6428,-60.0164,0.0
2024-10-27,0.035,-54.7226,49.0
2024-10-27,-16.6428,-56.063,86.0
2024-10-27,-7.1653,-34.9592,62.0
2024-10-27,2.8169,-43.9586,86.0
2024-10-27,-3.8158,-43.1906,49.0
2024-10-27,-10.9525,-40.3058,65.0
2024-10-27,-19.98,-56.063,78.0
2024-10-27,-15.7893,-40.3058,84.0
2024-10-27,-8.7936,-54.7226,82.0
2024-10-27,-8.0593,-63.8458,79.0
2024-10-27,-1.4112,-47.9258,49.0
2024-10-27,-27.6025,-49.0289,39.0
2024-10-27,-20.2708,-49.0289,77.0
2024-10-27,-10.1907,-40.3058,64.0
2024-10-27,-3.8157,-49.0289,64.0
2024-10-27,-1.4112,-60.0164,63.0
2024-10-27,-22.3581,-42.8014,82.0
2024-10-27,-10.9525,-51.0889,32.0
2024-10-27,-30.0536,-60.6908,49.0
2024-10-27,-5.0347,-43.1906,82.0
2024-10-27,-2.5267,-34.8156,37.0
2024-10-27,-20.2708,-60.6908,32.0
2024-10-27,-5.0347,-60.0164,84.0
2024-10-27,-16.6428,-63.8458,68.0
2024-10-27,-10.1478,-35.2081,49.0
2024-10-27,-25.4487,-48.6201,64.0
2024-10-27,-5.8372,-49.2306,0.0
2024-10-27,-1.4112,-48.6201,75.0
2024-10-27,-25.4486,-63.8458,75.0
2024-10-27,-16.6428,-42.8014,37.0
2024-10-27,-20.2708,-68.1652,27.0
2024-10-27,-5.8372,-48.6201,44.0
2024-10-27,-5.0347,-43.1906,84.0
2024-10-27,-15.5593,-44.2136,80.0
2024-10-27,-30.0536,-49.0289,82.0
2024-10-27,-15.5593,-49.0289,75.0
2024-10-27,-3.1033,-48.6201,32.0
2024-10-27,-27.6025,-49.2306,63.0
2024-10-27,-30.0536,-51.0888,80.0
2024-10-27,-5.0347,-56.063,37.0
2024-10-27,-1.4112,-51.0888,86.0
2024-10-27,-20.2711,-60.6908,78.0
2024-10-27,2.8169,-34.9592,37.0
2024-10-27,-25.4486,-47.9258,69.0
2024-10-27,-2.5267,-49.2202,64.0
2024-10-27,-3.8157,-54.7226,0.0
2024-10-27,-15.7893,-48.4395,0.0
2024-10-27,-25.4486,-43.9586,0.0
2024-10-27,-30.0536,-40.3058,0.0
2024-10-27,-22.9883,-40.3058,37.0
2024-10-27,-1.4112,-34.8156,64.0
2024-10-27,-3.1036,-37.0544,63.0
2024-10-27,-3.8158,-51.1747,68.0
2024-10-27,-1.4112,-60.6908,86.0
2024-10-27,-22.3581,-48.3019,80.0
2024-10-27,-22.9883,-60.6908,26.0
2024-10-27,-25.4487,-51.0889,63.0
2024-10-27,-30.0536,-42.8014,75.0
2024-10-27,-7.1653,-49.0289,79.0
2024-10-27,-30.0536,-43.1906,82.0
2024-10-27,-15.5593,-60.0164,0.0
2024-10-27,-20.2708,-56.063,0.0
2024-10-27,-30.0535,-43.1906,0.0
2024-10-27,-5.0347,-67.869,44.0
2024-10-27,-5.0347,-34.8156,0.0
2024-10-27,-22.3581,-43.1906,79.0
2024-10-27,-20.4472,-35.2081,72.0
2024-10-27,-7.1654,-54.7226,26.0
2024-10-27,-27.6025,-35.7703,26.0
2024-10-27,-25.4486,-51.0888,49.0
2024-10-27,-25.4487,-54.7226,71.0
2024-10-27,-15.5593,-35.7703,0.0
2024-10-27,-30.0536,-42.8014,0.0
2024-10-27,-10.9525,-49.2306,50.0
2024-10-27,-2.5267,-51.1748,79.0
2024-10-27,-10.1907,-48.3019,0.0
2024-10-27,-10.9524,-54.7226,0.0
2024-10-27,-2.5267,-34.9592,84.0
2024-10-27,-5.8372,-49.2306,78.0
2024-10-27,-22.9883,-37.0543,0.0
2024-10-27,-25.4487,-44.2136,78.0
2024-10-27,-8.7936,-60.6908,44.0
2024-10-27,-22.3581,-43.9694,44.0
2024-10-27,-15.5593,-51.1747,32.0
2024-10-27,-3.8157,-42.8014,27.0
2024-10-27,0.035,-42.8014,32.0
2024-10-27,-30.0536,-43.9586,69.0
2024-10-27,-9.9592,-49.0289,0.0
2024-10-27,-7.1653,-60.6908,37.0
2024-10-27,-19.98,-40.3061,86.0
2024-10-27,-16.6428,-60.6908,49.0
2024-10-27,-19.8839,-60.0164,37.0
2024-10-27,-7.1654,-51.0888,0.0
2024-10-27,-2.5268,-49.2306,37.0
2024-10-27,-25.4486,-35.2081,0.0
2024-10-27,-25.4486,-49.2202,79.0
2024-10-27,-20.4472,-43.1906,64.0
2024-10-27,-25.4487,-48.3019,37.0
2024-10-27,-25.4487,-56.063,26.0
2024-10-27,-22.3581,-35.7703,79.0
2024-10-27,-5.0348,-40.3058,75.0
2024-10-27,-2.5267,-60.0164,0.0
2024-10-27,-10.1908,-51.1747,71.0
2024-10-27,-15.6069,-51.0888,82.0
2024-10-27,-3.8157,-42.8014,0.0
2024-10-27,-22.9883,-44.2136,0.0
2024-10-27,-20.4472,-49.2202,82.0
2024-10-27,-5.0347,-43.1906,50.0
2024-10-27,-7.1653,-60.0164,32.0
2024-10-27,-20.4472,-40.3058,79.0
2024-10-27,-25.4486,-49.2202,0.0
2024-10-27,-7.1654,-40.3058,72.0
2024-10-27,-5.0347,-38.5378,26.0
2024-10-27,-27.6025,-48.4395,68.0
2024-10-27,-9.5512,-35.7703,0.0
2024-10-27,-20.2708,-44.2136,26.0
2024-10-27,-27.6025,-42.8014,64.0
2024-10-27,-3.8157,-51.1747,82.0
2024-10-27,-10.9524,-43.9694,32.0
2024-10-27,-8.0593,-60.6908,82.0
2024-10-27,-15.7893,-37.0544,0.0
2024-10-27,-1.4112,-60.0164,62.0
2024-10-27,-30.0536,-47.9258,26.0
2024-10-27,-8.0592,-51.0888,0.0
2024-10-27,-16.6428,-51.0889,27.0
2024-10-27,-2.5267,-43.9586,63.0
2024-10-27,-27.6025,-35.7703,44.0
2024-10-27,-27.6025,-51.0889,77.0
2024-10-27,-27.6025,-56.063,84.0
2024-10-27,-19.98,-40.3058,62.0
2024-10-27,-15.5593,-35.7703,63.0
2024-10-27,-30.0536,-49.0289,44.0
2024-10-27,-15.7894,-43.1906,79.0
2024-10-27,-9.5511,-51.0889,32.0
2024-10-27,0.035,-42.8014,50.0
2024-10-27,-27.6025,-40.3058,64.0
2024-10-27,-22.9883,-48.4395,79.0
2024-10-27,-15.5593,-37.0543,82.0
2024-10-27,-22.9883,-49.2306,0.0
2024-10-27,-15.5593,-43.9587,72.0
2024-10-27,-3.1033,-44.2136,79.0
2024-10-27,-22.3581,-42.8014,0.0
2024-10-27,-20.4472,-51.1747,49.0
2024-10-27,-3.1033,-38.5378,62.0
2024-10-27,-1.4112,-49.2202,78.0
2024-10-27,-8.0593,-40.3058,64.0
2024-10-27,-30.0536,-49.2306,0.0
2024-10-27,-30.0535,-68.1653,0.0
2024-10-27,-22.3581,-48.4395,80.0
2024-10-27,-10.1478,-37.0544,44.0
2024-10-27,-1.4112,-48.4395,72.0
2024-10-27,-5.8372,-35.7703,32.0
2024-10-27,-27.6025,-63.8458,32.0
2024-10-27,-16.6428,-49.2306,62.0
2024-10-27,-20.2708,-49.2306,72.0
2024-10-27,-30.0536,-63.8459,84.0
2024-10-27,-3.8158,-56.063,86.0
